num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2026S000023;01/01/2026;8:30:00;AUTOV. A-3, KM 7 (VÍA DE SERVICIO);+00700S;13;PUENTE DE VALLECAS;Vuelco;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;446685,72;4471414,37;S;
2026S000023;01/01/2026;8:30:00;AUTOV. A-3, KM 7 (VÍA DE SERVICIO);+00700S;13;PUENTE DE VALLECAS;Vuelco;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;446685,72;4471414,37;N;
2026S000024;01/01/2026;9:11:00;AVDA. CAMINO DE SANTIAGO / AVDA. SANTO DOMINGO DE LA CALZADA;9;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Camión rígido;Conductor;De 18 a 20 años;Hombre;;;443257,06;4484344,46;N;
2026S000024;01/01/2026;9:11:00;AVDA. CAMINO DE SANTIAGO / AVDA. SANTO DOMINGO DE LA CALZADA;9;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;;;443257,06;4484344,46;S;
2026S000025;01/01/2026;9:05:00;PLAZA. ALOSNO / AVDA. DEMOCRACIA;4;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;447635,05;4472924,70;N;
2026S000027;01/01/2026;9:35:00;AVDA. SAN DIEGO / CALL. MANUEL MAROTO;25;7;CHAMBERÍ;Choque contra obstáculo fijo;Nublado;Camión rígido;Conductor;Desconocido;Desconocido;;;443184,81;4471030,49;N;
2026S000027;01/01/2026;9:35:00;AVDA. SAN DIEGO / CALL. MANUEL MAROTO;25;7;CHAMBERÍ;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;De 30 a 34 años;Mujer;;;443184,81;4471030,49;S;
2026S000028;01/01/2026;0:00:00;CALL. AYALA / CALL. PRINCIPE DE VERGARA;70;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;;Conductor;Desconocido;Desconocido;;;442341,85;4475431,90;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;440733,66;4477285,29;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;;;440733,66;4477285,29;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;;;440733,66;4477285,29;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;;;440733,66;4477285,29;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;;;440733,66;4477285,29;N;
2026S000030;01/01/2026;9:02:00;CALL. MARIA DE GUZMAN / CALL. PONZANO;43;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;;;440733,66;4477285,29;N;
2026S000039;01/01/2026;9:20:00;CALL. EMPLEO JUVENIL, 2;2;12;USERA;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439959,93;4468934,93;N;
2026S000039;01/01/2026;9:20:00;CALL. EMPLEO JUVENIL, 2;2;12;USERA;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439959,93;4468934,93;N;
2026S000039;01/01/2026;9:20:00;CALL. EMPLEO JUVENIL, 2;2;12;USERA;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439959,93;4468934,93;N;
2026S000041;01/01/2026;10:25:00;CALL. MARIA TERESA LEON, 4;4;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;;;Conductor;Desconocido;Desconocido;;;449392,62;4468260,25;N;
2026S000041;01/01/2026;10:25:00;CALL. MARIA TERESA LEON, 4;4;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;449392,62;4468260,25;N;
2026S000043;01/01/2026;12:00:00;CALL. HONTANAS / CALL. VILORIA DE LA RIOJA;1;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442880,53;4484030,67;N;
2026S000043;01/01/2026;12:00:00;CALL. HONTANAS / CALL. VILORIA DE LA RIOJA;1;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442880,53;4484030,67;N;
2026S000044;01/01/2026;10:52:00;CALL. BATALLA DEL SALADO, 19;19;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;440938,19;4472589,32;N;
2026S000044;01/01/2026;10:52:00;CALL. BATALLA DEL SALADO, 19;19;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;440938,19;4472589,32;N;
2026S000044;01/01/2026;10:52:00;CALL. BATALLA DEL SALADO, 19;19;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;Más de 74 años;Hombre;;;440938,19;4472589,32;N;
2026S000045;01/01/2026;12:00:00;AVDA. CANILLEJAS A VICALVARO / CALL. HINOJAL;64;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;448114,33;4475914,90;N;
2026S000045;01/01/2026;12:00:00;AVDA. CANILLEJAS A VICALVARO / CALL. HINOJAL;64;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;448114,33;4475914,90;N;
2026S000045;01/01/2026;12:00:00;AVDA. CANILLEJAS A VICALVARO / CALL. HINOJAL;64;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;;;448114,33;4475914,90;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;;;439011,51;4470802,82;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;439011,51;4470802,82;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439011,51;4470802,82;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439011,51;4470802,82;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439011,51;4470802,82;N;
2026S000046;01/01/2026;6:52:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439011,51;4470802,82;N;
2026S000056;01/01/2026;14:30:00;CALL. JULIO PALACIOS, 24;24;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;;;441205,34;4481732,60;N;
2026S000056;01/01/2026;14:30:00;CALL. JULIO PALACIOS, 24;24;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441205,34;4481732,60;;
2026S000071;01/01/2026;18:40:00;CALL. AGUACATE / AVDA. EURO;43;11;CARABANCHEL;Colisión fronto-lateral;;Turismo;Conductor;De 30 a 34 años;Mujer;;;437011,46;4468893,32;N;
2026S000071;01/01/2026;18:40:00;CALL. AGUACATE / AVDA. EURO;43;11;CARABANCHEL;Colisión fronto-lateral;;Turismo;Conductor;De 40 a 44 años;Hombre;;;437011,46;4468893,32;N;
2026S000072;01/01/2026;18:08:00;CALL. QUERO / CALL. MAQUEDA;73;10;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;;;435396,78;4471398,50;N;
2026S000072;01/01/2026;18:08:00;CALL. QUERO / CALL. MAQUEDA;73;10;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;435396,78;4471398,50;S;
2026S000073;01/01/2026;17:00:00;CALL. PICOS DE EUROPA, 17;17;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Ciclomotor;Conductor;Desconocido;Desconocido;;;443944,53;4471809,74;N;
2026S000073;01/01/2026;17:00:00;CALL. PICOS DE EUROPA, 17;17;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Cuadriciclo ligero;Conductor;Desconocido;Desconocido;;;443944,53;4471809,74;N;
2026S000073;01/01/2026;17:00:00;CALL. PICOS DE EUROPA, 17;17;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;;;443944,53;4471809,74;N;
2026S000073;01/01/2026;17:00:00;CALL. PICOS DE EUROPA, 17;17;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;;;443944,53;4471809,74;N;
2026S000073;01/01/2026;17:00:00;CALL. PICOS DE EUROPA, 17;17;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;443944,53;4471809,74;N;
2026S000074;01/01/2026;18:30:00;CALL. DUQUESA DE PARCENT, 36;36;10;LATINA;Colisión lateral;;Turismo;Conductor;De 21 a 24 años;Hombre;;;436643,64;4471893,99;N;
2026S000074;01/01/2026;18:30:00;CALL. DUQUESA DE PARCENT, 36;36;10;LATINA;Colisión lateral;;Turismo;Conductor;De 60 a 64 años;Hombre;;;436643,64;4471893,99;S;
2026S000074;01/01/2026;18:30:00;CALL. DUQUESA DE PARCENT, 36;36;10;LATINA;Colisión lateral;;Turismo;Conductor;Desconocido;Desconocido;;;436643,64;4471893,99;N;
2026S000078;01/01/2026;19:45:00;AVDA. ALBUFERA, 137;137;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;444117,92;4471542,71;N;
2026S000078;01/01/2026;19:45:00;AVDA. ALBUFERA, 137;137;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;;;444117,92;4471542,71;N;
2026S000102;01/01/2026;19:55:00;CALL. RESINA / CALL. SAN ERASMO;27;17;VILLAVERDE;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440002,51;4465280,79;N;
2026S000113;01/01/2026;20:30:00;AVDA. ALBERTO ALCOCER / PASEO. LA HABANA;34;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;442142,01;4478873,73;N;
2026S000113;01/01/2026;20:30:00;AVDA. ALBERTO ALCOCER / PASEO. LA HABANA;34;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442142,01;4478873,73;S;
2026S000113;01/01/2026;20:30:00;AVDA. ALBERTO ALCOCER / PASEO. LA HABANA;34;5;CHAMARTÍN;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;;;442142,01;4478873,73;N;
2026S000114;01/01/2026;20:30:00;CALL. GEMINIS, 33;33;21;BARAJAS;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;;;450866,90;4480715,55;N;
2026S000114;01/01/2026;20:30:00;CALL. GEMINIS, 33;33;21;BARAJAS;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;;;450866,90;4480715,55;N;
2026S000115;01/01/2026;20:58:00;CALL. DOCTOR FLEMING / AVDA. ALBERTO ALCOCER;42;5;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;De 45 a 49 años;Hombre;;;441666,81;4478954,53;N;
2026S000115;01/01/2026;20:58:00;CALL. DOCTOR FLEMING / AVDA. ALBERTO ALCOCER;42;5;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;De 45 a 49 años;Hombre;;;441666,81;4478954,53;N;
2026S000152;01/01/2026;6:10:00;CALL. VILLALOBOS / CALL. LEONESES;20;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;445027,46;4470353,66;N;
2026S000157;02/01/2026;2:46:00;CALL. SANTA MARIA MAGDALENA, 14;14;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;443183,41;4479279,23;N;
2026S000157;02/01/2026;2:46:00;CALL. SANTA MARIA MAGDALENA, 14;14;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;;;443183,41;4479279,23;N;
2026S000157;02/01/2026;2:46:00;CALL. SANTA MARIA MAGDALENA, 14;14;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;;;443183,41;4479279,23;N;
2026S000163;01/01/2026;1:20:00;CALL. ARTURO SORIA / CALL. JUAN PEREZ ZUÑIGA;69;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;445178,56;4477346,02;N;
2026S000163;01/01/2026;1:20:00;CALL. ARTURO SORIA / CALL. JUAN PEREZ ZUÑIGA;69;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;445178,56;4477346,02;N;
2026S000164;02/01/2026;3:45:00;CALZADA 1 PK 9,84;09VT84;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;443273,65;4472367,21;S;
2026S000223;02/01/2026;9:30:00;AVDA. BRASILIA / AVDA. BONN;11;4;SALAMANCA;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443928,20;4476614,96;N;
2026S000223;02/01/2026;9:30:00;AVDA. BRASILIA / AVDA. BONN;11;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;443928,20;4476614,96;N;
2026S000265;02/01/2026;9:40:00;CALL. OLITE, 37;37;6;TETUÁN;Choque contra obstáculo fijo;Nublado;Todo terreno;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440044,86;4478161,47;N;
2026S000283;18/02/2026;21:50:00;AVDA. ANDALUCIA / AVDA. LOS ROSALES;16;12;USERA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;4;Fallecido 24 horas;441052,71;4469030,63;N;
2026S000283;18/02/2026;21:50:00;AVDA. ANDALUCIA / AVDA. LOS ROSALES;16;12;USERA;Caída;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441052,71;4469030,63;N;1
2026S000284;29/03/2026;23:30:00;CALL. PINZON / CALL. HERMANAS ALONSO BARCELO;46;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;;;437185,30;4471030,21;N;
2026S000284;29/03/2026;23:30:00;CALL. PINZON / CALL. HERMANAS ALONSO BARCELO;46;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437185,30;4471030,21;S;
2026S000338;02/01/2026;12:20:00;AVDA. ANDALUCIA, FAROLA Nº 40;49;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441138,57;4467348,87;S;
2026S000338;02/01/2026;12:20:00;AVDA. ANDALUCIA, FAROLA Nº 40;49;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441138,57;4467348,87;N;
2026S000338;02/01/2026;12:20:00;AVDA. ANDALUCIA, FAROLA Nº 40;49;17;VILLAVERDE;Alcance;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441138,57;4467348,87;N;
2026S000345;02/01/2026;13:15:00;AVDA. CIUDAD DE BARCELONA, 59;59;3;RETIRO;Colisión lateral;Nublado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442586,63;4472626,79;N;
2026S000345;02/01/2026;13:15:00;AVDA. CIUDAD DE BARCELONA, 59;59;3;RETIRO;Colisión lateral;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442586,63;4472626,79;N;
2026S000349;02/01/2026;13:05:00;PLAZA. CUZCO / PASEO. CASTELLANA;0;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;;;441541,24;4478945,43;N;
2026S000349;02/01/2026;13:05:00;PLAZA. CUZCO / PASEO. CASTELLANA;0;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;441541,24;4478945,43;N;
2026S000350;02/01/2026;12:35:00;CERRO DE LOS GAMOS CON RAFAEL BOTI;60;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Nublado;Todo terreno;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;431370,54;4479588,16;N;
2026S000350;02/01/2026;12:35:00;CERRO DE LOS GAMOS CON RAFAEL BOTI;60;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;431370,54;4479588,16;N;
2026S000353;02/01/2026;13:20:00;CALL. ASCAO / CALL. GUTIERRE DE CETINA;30;15;CIUDAD LINEAL;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445622,60;4475676,36;N;
2026S000353;02/01/2026;13:20:00;CALL. ASCAO / CALL. GUTIERRE DE CETINA;30;15;CIUDAD LINEAL;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;Más de 74 años;Mujer;3;Ingreso superior a 24 horas;445622,60;4475676,36;N;
2026S000358;02/01/2026;14:20:00;CALL. JULIO CAMBA / CALL. ALCALA;1;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;443674,44;4475760,14;N;
2026S000358;02/01/2026;14:20:00;CALL. JULIO CAMBA / CALL. ALCALA;1;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;;;443674,44;4475760,14;N;
2026S000359;02/01/2026;14:55:00;PASEO. ESPERANZA, 37;37;2;ARGANZUELA;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;440305,16;4472354,96;N;
2026S000360;02/01/2026;14:55:00;AVDA. LLANO CASTELLANO, 51;51;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441918,23;4482254,49;N;
2026S000360;02/01/2026;14:55:00;AVDA. LLANO CASTELLANO, 51;51;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441918,23;4482254,49;N;
2026S000361;02/01/2026;14:15:00;AVDA. GRAN VIA DEL SURESTE / AVDA. LAS SUERTES;24;18;VILLA DE VALLECAS;Alcance;Nublado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449917,95;4468190,30;N;
2026S000361;02/01/2026;14:15:00;AVDA. GRAN VIA DEL SURESTE / AVDA. LAS SUERTES;24;18;VILLA DE VALLECAS;Alcance;Nublado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;449917,95;4468190,30;N;
2026S000362;02/01/2026;15:40:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Colisión fronto-lateral;;Autobús;Conductor;De 50 a 54 años;Hombre;;;443177,95;4472196,16;N;
2026S000362;02/01/2026;15:40:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Colisión fronto-lateral;;Turismo;Conductor;De 35 a 39 años;Mujer;;;443177,95;4472196,16;N;
2026S000362;02/01/2026;15:40:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Colisión fronto-lateral;;Turismo;Pasajero;De 35 a 39 años;Hombre;;;443177,95;4472196,16;N;
2026S000365;02/01/2026;15:45:00;CALL. VIA CARPETANA, 45;45;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437717,18;4472312,96;N;
2026S000365;02/01/2026;15:45:00;CALL. VIA CARPETANA, 45;45;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;VMU eléctrico;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437717,18;4472312,96;N;
